id,title,body,category,priority,title_length,body_length,text,text_clean,len_words_raw,len_words_clean,split
247,Disallineamento magazzino: giacenze web vs ERP errate - pagamento,Segnalazione glitch grafico minore su catalogo in risoluzione 4K. Il footer si sovrappone leggermente ma i bottoni funzionano. Difetto visivo marginale da correggere quando capiterà occasione. Non impatta l'operatività degli utenti standard. - relativo a  cc: direttoreo,Tecnico,bassa,65,270,Disallineamento magazzino: giacenze web vs ERP errate - pagamento Segnalazione glitch grafico minore su catalogo in risoluzione 4K. Il footer si sovrappone leggermente ma i bottoni funzionano. Difetto visivo marginale da correggere quando capiterà occasione. Non impatta l'operatività degli utenti standard. - relativo a  cc: direttoreo,disallineamento magazzino giacenze web vs erp errate pagamento segnalazione glitch grafico minore su catalogo in risoluzione 4k il footer si sovrappone leggermente ma i bottoni funzionano difetto visivo marginale da correggere quando capiterà occasione non impatta l operatività degli utenti standard relativo a cc direttoreo,46,45,train
248,Info: tracciamento attività magazzino - lieve per importo con suggerimento,Segnalazione glitch grafico minore su magazzino in risoluzione 4K. Il footer si sovrappone leggermente ma i bottoni funzionano. Difetto visivo marginale da correggere quanod capiterà occasione. Non impatta l'operatività degli utenti standard. con fatturat,Tecnico,bassa,74,255,Info: tracciamento attività magazzino - lieve per importo con suggerimento Segnalazione glitch grafico minore su magazzino in risoluzione 4K. Il footer si sovrappone leggermente ma i bottoni funzionano. Difetto visivo marginale da correggere quanod capiterà occasione. Non impatta l'operatività degli utenti standard. con fatturat,info tracciamento attività magazzino lieve per importo con suggerimento segnalazione glitch grafico minore su magazzino in risoluzione 4k il footer si sovrappone leggermente ma i bottoni funzionano difetto visivo marginale da correggere quanod capiterà occasione non impatta l operatività degli utenti standard con fatturat,44,44,train
249,Storico: dati anagrafici passati,Segnalazione glitch grafico minore su fatturazione in risoluzione 4K. Il footer si sovrappone leggermente ma i bottoni funzionano. Difetto visivo marginale da correggere quando capiterà occasione. Non impatta l'operatività degli utenti standard. con pianificare per scadenzat,Tecnico,bassa,32,275,Storico: dati anagrafici passati Segnalazione glitch grafico minore su fatturazione in risoluzione 4K. Il footer si sovrappone leggermente ma i bottoni funzionano. Difetto visivo marginale da correggere quando capiterà occasione. Non impatta l'operatività degli utenti standard. con pianificare per scadenzat,storico dati anagrafici passati segnalazione glitch grafico minore su fatturazione in risoluzione 4k il footer si sovrappone leggermente ma i bottoni funzionano difetto visivo marginale da correggere quando capiterà occasione non impatta l operatività degli utenti standard con pianificare per scadenzat,40,41,test
250,Wishlist: estetica interfaccia fatturazione,Lentezza eccessiva nel caricamento della dashboard schermata ordini. Impiega 15 secondi per aprirsi invece dei soliti 2. Il sitsema è utilizzabile ma la navigazione è frustrante per gli utenti. Probabile query non ottimizzata su DB staging.,Tecnico,media,43,240,Wishlist: estetica interfaccia fatturazione Lentezza eccessiva nel caricamento della dashboard schermata ordini. Impiega 15 secondi per aprirsi invece dei soliti 2. Il sitsema è utilizzabile ma la navigazione è frustrante per gli utenti. Probabile query non ottimizzata su DB staging.,wishlist estetica interfaccia fatturazione lentezza eccessiva nel caricamento della dashboard schermata ordini impiega 15 secondi per aprirsi invece dei soliti 2 il sitsema è utilizzabile ma la navigazione è frustrante per gli utenti probabile query non ottimizzata su db staging,40,40,train
251,Wishlist: estetica interfaccia ordini importo,"Studio statistico sui log di accesso al modulo ordini. Raccolta dati grezzi per tesi di ottimizzazione database. Nessun errore da investigare, solo data mining su storico. Processo da lanciare in background senza priorità., problema su  [vedi nota allegata]t",Tecnico,media,45,258,"Wishlist: estetica interfaccia ordini importo Studio statistico sui log di accesso al modulo ordini. Raccolta dati grezzi per tesi di ottimizzazione database. Nessun errore da investigare, solo data mining su storico. Processo da lanciare in background senza priorità., problema su  [vedi nota allegata]t",wishlist estetica interfaccia ordini importo studio statistico sui log di accesso al modulo ordini raccolta dati grezzi per tesi di ottimizzazione database nessun errore da investigare solo data mining su storico processo da lanciare in background senza priorità problema su vedi nota allegata t,43,44,train
252,Pianificazione: upgrade minore v3.0.0 listino per bonifico,Sistema completamente bloccato durante genreazione preventivi per cliente Platini SPA. Il modulo clienti va in crash con errore 502 quando si tenta calcool per Linea Accessori. Team commerciale impossibilitato a inviare offerte. Scadenza opportunità entro entro oggi. Ripristino urgentissimo necessario per non perdere vendita.,Tecnico,alta,58,327,Pianificazione: upgrade minore v3.0.0 listino per bonifico Sistema completamente bloccato durante genreazione preventivi per cliente Platini SPA. Il modulo clienti va in crash con errore 502 quando si tenta calcool per Linea Accessori. Team commerciale impossibilitato a inviare offerte. Scadenza opportunità entro entro oggi. Ripristino urgentissimo necessario per non perdere vendita.,pianificazione upgrade minore v3 0 0 listino per bonifico sistema completamente bloccato durante genreazione preventivi per cliente platini spa il modulo clienti va in crash con errore 502 quando si tenta calcool per linea accessori team commerciale impossibilitato a inviare offerte scadenza opportunità entro entro oggi ripristino urgentissimo necessario per non perdere vendita,51,53,train
253,Emergenza: perdita dati cliente Matteotti Group su ambiente test - pagamento - listino - bonifico,"Draft pianificazione manutenzione v3.0.0 per l'anno prossimo. Inizio raccolta requisiti preliminari per upgrade futuro. Attività di studio fattibilità a lungo termine. Nessuna scadenza imminente, solo fase di brainstorming tecnico. per importo lieve",Tecnico,alta,97,249,"Emergenza: perdita dati cliente Matteotti Group su ambiente test - pagamento - listino - bonifico Draft pianificazione manutenzione v3.0.0 per l'anno prossimo. Inizio raccolta requisiti preliminari per upgrade futuro. Attività di studio fattibilità a lungo termine. Nessuna scadenza imminente, solo fase di brainstorming tecnico. per importo lieve",emergenza perdita dati cliente matteotti group su ambiente test pagamento listino bonifico draft pianificazione manutenzione v3 0 0 per l anno prossimo inizio raccolta requisiti preliminari per upgrade futuro attività di studio fattibilità a lungo termine nessuna scadenza imminente solo fase di brainstorming tecnico per importo lieve,47,47,test
254,Warning disco: server pre-produzione al 85% (rischio saturazione),Feedback su usbailità interfaccia catalogo: i colori dei grafici sono poco leggibili. Problema puramente cosmteico che non impatta le funzionalità. Valutare restyling grafico quando si metterà mano al frotnend. Segnalazione di bassa priorità per backlog UX. - condizioni commerciali - fattura,Tecnico,media,65,292,Warning disco: server pre-produzione al 85% (rischio saturazione) Feedback su usbailità interfaccia catalogo: i colori dei grafici sono poco leggibili. Problema puramente cosmteico che non impatta le funzionalità. Valutare restyling grafico quando si metterà mano al frotnend. Segnalazione di bassa priorità per backlog UX. - condizioni commerciali - fattura,warning disco server pre produzione al 85 rischio saturazione feedback su usbailità interfaccia catalogo i colori dei grafici sono poco leggibili problema puramente cosmteico che non impatta le funzionalità valutare restyling grafico quando si metterà mano al frotnend segnalazione di bassa priorità per backlog ux condizioni commerciali fattura,49,48,test
255,Pianificazione: upgrade minore v2.3.1,Query di ricerca clienti lenta: manca indice sulla colonna 'Partita IVA'. Ogni ricerca fa full tbale scan. Creare indice per migliorare tempi di risposta. Attività di tuning DB standard.f,Tecnico,bassa,37,187,Pianificazione: upgrade minore v2.3.1 Query di ricerca clienti lenta: manca indice sulla colonna 'Partita IVA'. Ogni ricerca fa full tbale scan. Creare indice per migliorare tempi di risposta. Attività di tuning DB standard.f,pianificazione upgrade minore v2 3 1 query di ricerca clienti lenta manca indice sulla colonna partita iva ogni ricerca fa full tbale scan creare indice per migliorare tempi di risposta attività di tuning db standard f,33,36,test
256,Segnalazione: glitch grafico pre-produzione sconto con scadenza disponibilità,Segnalazione glitch grafico mionre su catalogo in risoluzione 4K. Il footer si sovrappone leggermente ma i bottoni funzionano. Difetto visivo marginale da correggere quando capiterà occasione. Non impatta l'operatività degli utenti standard. per bonifico,Tecnico,media,77,254,Segnalazione: glitch grafico pre-produzione sconto con scadenza disponibilità Segnalazione glitch grafico mionre su catalogo in risoluzione 4K. Il footer si sovrappone leggermente ma i bottoni funzionano. Difetto visivo marginale da correggere quando capiterà occasione. Non impatta l'operatività degli utenti standard. per bonifico,segnalazione glitch grafico pre produzione sconto con scadenza disponibilità segnalazione glitch grafico mionre su catalogo in risoluzione 4k il footer si sovrappone leggermente ma i bottoni funzionano difetto visivo marginale da correggere quando capiterà occasione non impatta l operatività degli utenti standard per bonifico,42,44,train
257,Pianificazione: upgrade minore v3.0.0 sconto,"Blocco totale inserimento ordini nel system. Impossibile salvare ordine ORD-88168 per cliente Parri-Marzorati e figli. Modulo catalogo restituisce errore ""500"" e non completa operazione. Processo commerciale fermo da 5 oer. Cliente attende conferma per ordine da 675.53. Assistenza tecnica immediata richiesta per slbocco.",Tecnico,media,44,322,"Pianificazione: upgrade minore v3.0.0 sconto Blocco totale inserimento ordini nel system. Impossibile salvare ordine ORD-88168 per cliente Parri-Marzorati e figli. Modulo catalogo restituisce errore ""500"" e non completa operazione. Processo commerciale fermo da 5 oer. Cliente attende conferma per ordine da 675.53. Assistenza tecnica immediata richiesta per slbocco.",pianificazione upgrade minore v3 0 0 sconto blocco totale inserimento ordini nel system impossibile salvare ordine ord 88168 per cliente parri marzorati e figli modulo catalogo restituisce errore 500 e non completa operazione processo commerciale fermo da 5 oer cliente attende conferma per ordine da 675 53 assistenza tecnica immediata richiesta per slbocco,48,53,train
258,URGENTE: sys. staging down - impossibile accedere a fatt.zione bonifico,"Il servizio catalogo non rispnode da 15 ore causando down completo operativo totlae. Impossibile per tuenti commerciali accedree per generare preventivi. Clienti Bulzoni-Argurio s.r.l. attendono offerte con scadenza oggi. Nessun workaround disponibile, sys mostra ERR_TIMEOUT. Impatto critico su vendite e relazioni clienti. Assistenza urg. necessaria. per suggerimento pagamento per bonifico",Tecnico,alta,71,392,"URGENTE: sys. staging down - impossibile accedere a fatt.zione bonifico Il servizio catalogo non rispnode da 15 ore causando down completo operativo totlae. Impossibile per tuenti commerciali accedree per generare preventivi. Clienti Bulzoni-Argurio s.r.l. attendono offerte con scadenza oggi. Nessun workaround disponibile, sys mostra ERR_TIMEOUT. Impatto critico su vendite e relazioni clienti. Assistenza urg. necessaria. per suggerimento pagamento per bonifico",urgente sys staging down impossibile accedere a fatt zione bonifico il servizio catalogo non rispnode da 15 ore causando down completo operativo totlae impossibile per tuenti commerciali accedree per generare preventivi clienti bulzoni argurio s r l attendono offerte con scadenza oggi nessun workaround disponibile sys mostra err_timeout impatto critico su vendite e relazioni clienti assistenza urg necessaria per suggerimento pagamento per bonifico,60,63,train
259,Analisi: statistiche log vendite,error generazione PDF report vendite mensile. Il report esce con formattazione sballata nelle ultime pagine. I dati sono leggibili ma il documento è brutto da inviare al board. Correggere templaet di stampa. preventivo,Tecnico,bassa,32,218,Analisi: statistiche log vendite error generazione PDF report vendite mensile. Il report esce con formattazione sballata nelle ultime pagine. I dati sono leggibili ma il documento è brutto da inviare al board. Correggere templaet di stampa. preventivo,analisi statistiche log vendite error generazione pdf report vendite mensile il report esce con formattazione sballata nelle ultime pagine i dati sono leggibili ma il documento è brutto da inviare al board correggere templaet di stampa preventivo,37,37,train
260,Doc: manuale operativo magazzino,"Il servizio di invio email automatiche si è inceppato per 2 ore. Ora ha ripreso, ma c'è una coda di 50 email in attesa. Monitorare lo smaltimento della coda per assicurarsi che non si blocchi di nuovo. checkre configurazione SMTP relay. - relativo a richiesta per importo con bonifico con bonifico",Tecnico,bassa,32,297,"Doc: manuale operativo magazzino Il servizio di invio email automatiche si è inceppato per 2 ore. Ora ha ripreso, ma c'è una coda di 50 email in attesa. Monitorare lo smaltimento della coda per assicurarsi che non si blocchi di nuovo. checkre configurazione SMTP relay. - relativo a richiesta per importo con bonifico con bonifico",doc manuale operativo magazzino il servizio di invio email automatiche si è inceppato per 2 ore ora ha ripreso ma c è una coda di 50 email in attesa monitorare lo smaltimento della coda per assicurarsi che non si blocchi di nuovo checkre configurazione smtp relay relativo a richiesta per importo con bonifico con bonifico,55,55,train
261,Info: codice ERR_CONNECTION_REFUSED (falso positivo) con lieve,"Timeout sporadici durante l'update delle anagrafiche su ordini. Succede circa 1 volta su 10 tentativi. Riprova e funziona. Indice di instabilità del database che va indagata, anche se non blocca il lavoro.",Tecnico,media,62,205,"Info: codice ERR_CONNECTION_REFUSED (falso positivo) con lieve Timeout sporadici durante l'update delle anagrafiche su ordini. Succede circa 1 volta su 10 tentativi. Riprova e funziona. Indice di instabilità del database che va indagata, anche se non blocca il lavoro.",info codice err_connection_refused falso positivo con lieve timeout sporadici durante l update delle anagrafiche su ordini succede circa 1 volta su 10 tentativi riprova e funziona indice di instabilità del database che va indagata anche se non blocca il lavoro,39,40,train
262,Wishlist: estetica interfaccia ordini,"Emergenza: rilevata perdita dati cliente Franzese, Praga e Gregori SPA su ambiente pre-produzione. Informazioni inserite ieri in ordini non più disponibili. Query ricerca restituiscono errore 503. Dati critici per fatturazione ordine ORD-21422 e reportistica. Impossibile recuperare anagrafiche e storico transazioni. Richiesto intervento immediato per ripristino.",Tecnico,alta,37,364,"Wishlist: estetica interfaccia ordini Emergenza: rilevata perdita dati cliente Franzese, Praga e Gregori SPA su ambiente pre-produzione. Informazioni inserite ieri in ordini non più disponibili. Query ricerca restituiscono errore 503. Dati critici per fatturazione ordine ORD-21422 e reportistica. Impossibile recuperare anagrafiche e storico transazioni. Richiesto intervento immediato per ripristino.",wishlist estetica interfaccia ordini emergenza rilevata perdita dati cliente franzese praga e gregori spa su ambiente pre produzione informazioni inserite ieri in ordini non più disponibili query ricerca restituiscono errore 503 dati critici per fatturazione ordine ord 21422 e reportistica impossibile recuperare anagrafiche e storico transazioni richiesto intervento immediato per ripristino,49,51,train
263,Test: funzionalità sandbox staging - sconto con lieve,"Log del server application pieno di warning 'Connection Reset'. Il servizio non è mai andato down, ma i log crescono di 1GB al giorno. Rischio saturazioen disco se non si indaga la causa. Situazioen da monitorare e correggere prima che diventi crtiica.t",Tecnico,media,53,253,"Test: funzionalità sandbox staging - sconto con lieve Log del server application pieno di warning 'Connection Reset'. Il servizio non è mai andato down, ma i log crescono di 1GB al giorno. Rischio saturazioen disco se non si indaga la causa. Situazioen da monitorare e correggere prima che diventi crtiica.t",test funzionalità sandbox staging sconto con lieve log del server application pieno di warning connection reset il servizio non è mai andato down ma i log crescono di 1gb al giorno rischio saturazioen disco se non si indaga la causa situazioen da monitorare e correggere prima che diventi crtiica t,50,50,train
264,Roadmap: supporto futuro CRM - disponibilità - fattura,"Log del server application pieno di warning 'Connection Reset'. Il servizoi non è mai andato down, ma i log crescono di 1GB al giorno. Rischio saturazione disco se non si indaga la causa. Situazione da monitorare e correggere prima che diventi critica.",Tecnico,media,54,252,"Roadmap: supporto futuro CRM - disponibilità - fattura Log del server application pieno di warning 'Connection Reset'. Il servizoi non è mai andato down, ma i log crescono di 1GB al giorno. Rischio saturazione disco se non si indaga la causa. Situazione da monitorare e correggere prima che diventi critica.",roadmap supporto futuro crm disponibilità fattura log del server application pieno di warning connection reset il servizoi non è mai andato down ma i log crescono di 1gb al giorno rischio saturazione disco se non si indaga la causa situazione da monitorare e correggere prima che diventi critica,50,48,train
265,Domanda: funzionamento teorico preventivi,Suggerimento per futura roadmap evolutiva del modulo ordini. Sarebbe utile valutare una ristrutturazione dei mneu per il prossimo major update. Nessuna fretta: inserire in wishlist per discussione trimestrale. Proposta puramente estetica/funzionale per il futuro.,Tecnico,bassa,41,263,Domanda: funzionamento teorico preventivi Suggerimento per futura roadmap evolutiva del modulo ordini. Sarebbe utile valutare una ristrutturazione dei mneu per il prossimo major update. Nessuna fretta: inserire in wishlist per discussione trimestrale. Proposta puramente estetica/funzionale per il futuro.,domanda funzionamento teorico preventivi suggerimento per futura roadmap evolutiva del modulo ordini sarebbe utile valutare una ristrutturazione dei mneu per il prossimo major update nessuna fretta inserire in wishlist per discussione trimestrale proposta puramente estetica funzionale per il futuro,38,39,train
266,err. job notturno: 5 record scartati su 1000,"L'tuente mario.rossi segnala errore 'Access Denied' su una specifica catrella. I permessi sembrano corretti a sistema. L'utente può lavorare su altre cartelle, ma quella specifica è inaccessibile. Verificare ACL su file server. - condizioni commerciali con preventivo",Tecnico,media,44,267,"err. job notturno: 5 record scartati su 1000 L'tuente mario.rossi segnala errore 'Access Denied' su una specifica catrella. I permessi sembrano corretti a sistema. L'utente può lavorare su altre cartelle, ma quella specifica è inaccessibile. Verificare ACL su file server. - condizioni commerciali con preventivo",err job notturno 5 record scartati su 1000 l tuente mario rossi segnala errore access denied su una specifica catrella i permessi sembrano corretti a sistema l utente può lavorare su altre cartelle ma quella specifica è inaccessibile verificare acl su file server condizioni commerciali con preventivo,45,47,test
267,Warning disco: server test al 85% (rischio saturazione),"Domanda generica su logica funzionamento sconti in Linea Pro. Serve per aggiornare il wiki interno e formare i junior. Il sistema funziona cmoe atteso, si richiede solo conferma teorica della formula. Da gestire a tempo perso come attività di knowledge sharin.gl",Tecnico,bassa,55,262,"Warning disco: server test al 85% (rischio saturazione) Domanda generica su logica funzionamento sconti in Linea Pro. Serve per aggiornare il wiki interno e formare i junior. Il sistema funziona cmoe atteso, si richiede solo conferma teorica della formula. Da gestire a tempo perso come attività di knowledge sharin.gl",warning disco server test al 85 rischio saturazione domanda generica su logica funzionamento sconti in linea pro serve per aggiornare il wiki interno e formare i junior il sistema funziona cmoe atteso si richiede solo conferma teorica della formula da gestire a tempo perso come attività di knowledge sharin gl,49,50,train
268,"Emergenza: perdita dati cliente Giolitti, Quasimodo e Perini e figli su ambiente produzione negoziazione - negoziazione per sconto","Il servizio di invio email automatiche si è inceppato per 2 ore. Ora ha ripreso, ma c'è una coda di 50 email in attesa. Monitorare lo smaltimento della coda per assicurarsi che non si blocchi di nuovo. Verificare configurazione SMTP relay.",Tecnico,alta,130,239,"Emergenza: perdita dati cliente Giolitti, Quasimodo e Perini e figli su ambiente produzione negoziazione - negoziazione per sconto Il servizio di invio email automatiche si è inceppato per 2 ore. Ora ha ripreso, ma c'è una coda di 50 email in attesa. Monitorare lo smaltimento della coda per assicurarsi che non si blocchi di nuovo. Verificare configurazione SMTP relay.",emergenza perdita dati cliente giolitti quasimodo e perini e figli su ambiente produzione negoziazione negoziazione per sconto il servizio di invio email automatiche si è inceppato per 2 ore ora ha ripreso ma c è una coda di 50 email in attesa monitorare lo smaltimento della coda per assicurarsi che non si blocchi di nuovo verificare configurazione smtp relay,59,59,train
269,Coda email bloccata: 50 messaggi in attesa (ritardo comunicazioni) per listino con disponibilità,"Curiosità su dati storici cliente: ho notato record vecchi di 5 anni. Non creano problemi, ma volevo capire la policy di retention. Solo per mia informazione personale, nessuna azione correttiva richiesta. Chiudere il ticket dopo breve risposta informativa.",Tecnico,media,96,257,"Coda email bloccata: 50 messaggi in attesa (ritardo comunicazioni) per listino con disponibilità Curiosità su dati storici cliente: ho notato record vecchi di 5 anni. Non creano problemi, ma volevo capire la policy di retention. Solo per mia informazione personale, nessuna azione correttiva richiesta. Chiudere il ticket dopo breve risposta informativa.",coda email bloccata 50 messaggi in attesa ritardo comunicazioni per listino con disponibilità curiosità su dati storici cliente ho notato record vecchi di 5 anni non creano problemi ma volevo capire la policy di retention solo per mia informazione personale nessuna azione correttiva richiesta chiudere il ticket dopo breve risposta informativa,51,51,train
270,Instabilità DB: timeout random su update anagrafiche disponibilità listino per scadenza,"Draft pianificazione manutenzione v2.3.1 per l'anno prossimo. Inizio raccolta requisiti rpeliminari per upgrade futuro. Attività di studio fattibilità a lungo termine. Nessuna scadenza imminente, sool fase di brainstorming tecnico. - relativo a contratto per fattura - bonifico con scadenza",Tecnico,media,87,290,"Instabilità DB: timeout random su update anagrafiche disponibilità listino per scadenza Draft pianificazione manutenzione v2.3.1 per l'anno prossimo. Inizio raccolta requisiti rpeliminari per upgrade futuro. Attività di studio fattibilità a lungo termine. Nessuna scadenza imminente, sool fase di brainstorming tecnico. - relativo a contratto per fattura - bonifico con scadenza",instabilità db timeout random su update anagrafiche disponibilità listino per scadenza draft pianificazione manutenzione v2 3 1 per l anno prossimo inizio raccolta requisiti rpeliminari per upgrade futuro attività di studio fattibilità a lungo termine nessuna scadenza imminente sool fase di brainstorming tecnico relativo a contratto per fattura bonifico con scadenza,50,51,train
271,Performance degradate: dashboard impiega 15s (utenti lamentano),Anomalia nel calcolo sconti: il modulo assistenza applica l'IVA al 22% anche sull'esente. Succede solo con clienti esteri. Gli ordini vengono processati ma con importi errati che vanno corretti a mano. Bug funzionale da risolvere per evitare lavoro manuale. - importo per scontoo,Tecnico,media,63,279,Performance degradate: dashboard impiega 15s (utenti lamentano) Anomalia nel calcolo sconti: il modulo assistenza applica l'IVA al 22% anche sull'esente. Succede solo con clienti esteri. Gli ordini vengono processati ma con importi errati che vanno corretti a mano. Bug funzionale da risolvere per evitare lavoro manuale. - importo per scontoo,performance degradate dashboard impiega 15s utenti lamentano anomalia nel calcolo sconti il modulo assistenza applica l iva al 22 anche sull esente succede solo con clienti esteri gli ordini vengono processati ma con importi errati che vanno corretti a mano bug funzionale da risolvere per evitare lavoro manuale importo per scontoo,50,51,train
272,Blocco inserimento ordini ORD-39453 - errore 503 con bonifico,"Sistema completamente bloccato durante generazione preventivi per clienet Niggli, Oretse e Zichichi SPA. Il modulo clienti va in crash con errore 503 quando si tenta calcolo per Linea Accessori. Team commerciale impossibilitato a inviare offerte. Scadenza opportunità entro entro oggi. Ripristino urgente necessario per non perdere vendita. - relativo a pagamento",Tecnico,alta,61,363,"Blocco inserimento ordini ORD-39453 - errore 503 con bonifico Sistema completamente bloccato durante generazione preventivi per clienet Niggli, Oretse e Zichichi SPA. Il modulo clienti va in crash con errore 503 quando si tenta calcolo per Linea Accessori. Team commerciale impossibilitato a inviare offerte. Scadenza opportunità entro entro oggi. Ripristino urgente necessario per non perdere vendita. - relativo a pagamento",blocco inserimento ordini ord 39453 errore 503 con bonifico sistema completamente bloccato durante generazione preventivi per clienet niggli oretse e zichichi spa il modulo clienti va in crash con errore 503 quando si tenta calcolo per linea accessori team commerciale impossibilitato a inviare offerte scadenza opportunità entro entro oggi ripristino urgente necessario per non perdere vendita relativo a pagamento,60,59,train
273,Glitch intermittente: tabella ordini a volte vuota,"Segnalazione glitch grafico minore su vendite in risoluzione 4K. Il footer si sovrappone leggermente ma i bottoni funzionano. Difetto visivo marginale da correggere quanod capiterà occasione. Non impatta l'operatività degli utenti standard., problema su pagamenton",Tecnico,media,50,264,"Glitch intermittente: tabella ordini a volte vuota Segnalazione glitch grafico minore su vendite in risoluzione 4K. Il footer si sovrappone leggermente ma i bottoni funzionano. Difetto visivo marginale da correggere quanod capiterà occasione. Non impatta l'operatività degli utenti standard., problema su pagamenton",glitch intermittente tabella ordini a volte vuota segnalazione glitch grafico minore su vendite in risoluzione 4k il footer si sovrappone leggermente ma i bottoni funzionano difetto visivo marginale da correggere quanod capiterà occasione non impatta l operatività degli utenti standard problema su pagamenton,42,43,train
274,Vulnerabilità security: patch richiesta entro 30gg,Il system pre-produzione è completamente bloccato da questa mattnia. Impossibile accedere al modulo fatturazione e gestione ordini. Circa 10 utenti bloccati inclusi reparti amministrativi e commerciali. Errore restituito: 502. Tutte operazioni business ferme includendo emissione fatture per clienti Ceri-Gradenigo e figli e conferma ordini. Intervento urgentissimo richiesto.,Tecnico,alta,50,376,Vulnerabilità security: patch richiesta entro 30gg Il system pre-produzione è completamente bloccato da questa mattnia. Impossibile accedere al modulo fatturazione e gestione ordini. Circa 10 utenti bloccati inclusi reparti amministrativi e commerciali. Errore restituito: 502. Tutte operazioni business ferme includendo emissione fatture per clienti Ceri-Gradenigo e figli e conferma ordini. Intervento urgentissimo richiesto.,vulnerabilità security patch richiesta entro 30gg il system pre produzione è completamente bloccato da questa mattnia impossibile accedere al modulo fatturazione e gestione ordini circa 10 utenti bloccati inclusi reparti amministrativi e commerciali errore restituito 502 tutte operazioni business ferme includendo emissione fatture per clienti ceri gradenigo e figli e conferma ordini intervento urgentissimo richiesto,53,55,test
275,Crash critico modulo fatturazione durante elaborazione ordini cliente,"Timeout sporadici durante l'update delle anagrafiche su fatturazione. uSccede cicra 1 volta su 10 tentativi. Riprova e funziona. Indice di instabilità del database che va indagata, anche se non blocca il lavoro. con suggerimento",Tecnico,alta,69,228,"Crash critico modulo fatturazione durante elaborazione ordini cliente Timeout sporadici durante l'update delle anagrafiche su fatturazione. uSccede cicra 1 volta su 10 tentativi. Riprova e funziona. Indice di instabilità del database che va indagata, anche se non blocca il lavoro. con suggerimento",crash critico modulo fatturazione durante elaborazione ordini cliente timeout sporadici durante l update delle anagrafiche su fatturazione usccede cicra 1 volta su 10 tentativi riprova e funziona indice di instabilità del database che va indagata anche se non blocca il lavoro con suggerimento,42,43,train
276,Roadmap: supporto futuro ERP per preventivo,Lentezza eccessiva nel caricamento della dashboard dashboard principale. Impiega 15 secondi per aprirsi invece dei soliti 2. Il sistema è utilizzabile ma la navigazione è frustrante per gli utenti. Probabile query non ottimizzata su DB staging. con disponibilità per sconto,Tecnico,media,43,273,Roadmap: supporto futuro ERP per preventivo Lentezza eccessiva nel caricamento della dashboard dashboard principale. Impiega 15 secondi per aprirsi invece dei soliti 2. Il sistema è utilizzabile ma la navigazione è frustrante per gli utenti. Probabile query non ottimizzata su DB staging. con disponibilità per sconto,roadmap supporto futuro erp per preventivo lentezza eccessiva nel caricamento della dashboard dashboard principale impiega 15 secondi per aprirsi invece dei soliti 2 il sistema è utilizzabile ma la navigazione è frustrante per gli utenti probabile query non ottimizzata su db staging con disponibilità per sconto,46,46,train
277,Storico: dati transazioni passati con pagamento con preventivo per sconto,Disallineamento giacenze magazzino tra ERP e e-commerce. Alcuni articoli risultano disponibili online ma sono a zero in magazzino. Rischio ordini non evadibili. Forzare una sincronizzazione completa stanotte.,Tecnico,bassa,73,208,Storico: dati transazioni passati con pagamento con preventivo per sconto Disallineamento giacenze magazzino tra ERP e e-commerce. Alcuni articoli risultano disponibili online ma sono a zero in magazzino. Rischio ordini non evadibili. Forzare una sincronizzazione completa stanotte.,storico dati transazioni passati con pagamento con preventivo per sconto disallineamento giacenze magazzino tra erp e e commerce alcuni articoli risultano disponibili online ma sono a zero in magazzino rischio ordini non evadibili forzare una sincronizzazione completa stanotte,37,38,train
278,Warning disco: server sviluppo al 85% (rischio saturazione),"Il servizio di ivnio email automatiche si è inceppato per 2 ore. Ora ha ripreso, ma c'è una coda di 50 email in attesa. Monitorare lo smaltimento della coda per assicurarsi che non si blocchi di nuovo. Verificare configurazione SMTP relay.u",Tecnico,media,59,240,"Warning disco: server sviluppo al 85% (rischio saturazione) Il servizio di ivnio email automatiche si è inceppato per 2 ore. Ora ha ripreso, ma c'è una coda di 50 email in attesa. Monitorare lo smaltimento della coda per assicurarsi che non si blocchi di nuovo. Verificare configurazione SMTP relay.u",warning disco server sviluppo al 85 rischio saturazione il servizio di ivnio email automatiche si è inceppato per 2 ore ora ha ripreso ma c è una coda di 50 email in attesa monitorare lo smaltimento della coda per assicurarsi che non si blocchi di nuovo verificare configurazione smtp relay u,49,51,test
279,Emergenza: perdita dati cliente Casini Group su ambiente demo,"Studio statistico sui log di access al modulo ordini. Raccolta dati grezzi per tesi di ottimizzzaione database. Nessun bug da investiagre, sool data mining su storico. Processo da lanciare in background senza priorità.",Tecnico,alta,61,218,"Emergenza: perdita dati cliente Casini Group su ambiente demo Studio statistico sui log di access al modulo ordini. Raccolta dati grezzi per tesi di ottimizzzaione database. Nessun bug da investiagre, sool data mining su storico. Processo da lanciare in background senza priorità.",emergenza perdita dati cliente casini group su ambiente demo studio statistico sui log di access al modulo ordini raccolta dati grezzi per tesi di ottimizzzaione database nessun bug da investiagre sool data mining su storico processo da lanciare in background senza priorità,42,42,train
